game_a,text_a,level_id_a,game_b,text_b,level_id_b
dungeon,two wall blocks with central path corridor and scattered bat pockets,439,the_legend_of_zelda,three vertical floor corridors separated by wall blocks,518
the_legend_of_zelda,large square floor room enclosed by wall with two side doors,469,dungeon,central winding path through walls with bats scattered around,369
the_legend_of_zelda,square floor room with central block cluster and surrounding wall,456,super_mario_bros,flat ground with three goomba spaced and tall right wall,324
lode_runner,ground border diggable ground right block ladders left columns ropes mid gold top left enemy,408,super_mario_bros,scattered breakable block platforms with midair question block cluster,273
dungeon,bats clustered along bottom center path amid scattered walls,34,the_legend_of_zelda,central floor with scattered blocks and surrounding wall,366
dungeon,scattered wall blocks with winding path and bats throughout,492,the_legend_of_zelda,floor grid with scattered blocks inside surrounding wall,259
super_mario_bros,scattered ground platforms with right side staircase ground blocks,547,dungeon,walls form maze with central path and bats clustered left right and bottom,29
the_legend_of_zelda,floor ring around central block cluster with outer wall and door openings,424,dungeon,central winding path with scattered wall blocks and bats near top corners,396
super_mario_bros,flat ground with central pipe and two goomba,423,the_legend_of_zelda,large water pool centered surrounded by floor and wall with door openings,237
super_mario_bros,two separated ground platforms with a lower right ground block and coins,428,the_legend_of_zelda,wall border enclosing large central floor area,286
dungeon,walls form three large blocks with narrow paths between them,142,lode_runner,ground border top right diggable ground left ladder right enemypink person top corners,103
lode_runner,ground bottom strip ladders left center right gold left enemy left rope none,114,dungeon,winding path through scattered wall blocks with bats in open areas,475
lode_runner,ground bottom ladders right ropes mid gold scattered left enemy top left,490,super_mario_bros,staircase ground rising left to center with floating breakable block platforms,539
lode_runner,ground clusters left and right diggable ground center ladder rope gold scattered enemy pink person upper,44,dungeon,walls form winding path with bats clustered bottom left,440
the_legend_of_zelda,large square floor room enclosed by wall with two doors opposite and two blocks center,158,dungeon,wall band across middle with bats clustered top and along wall path,234
lode_runner,ground border left bottom right diggable ground clusters top mid rope top ladder right gold scattered,81,dungeon,spiral wall path with bats around edges and inside,413
dungeon,scattered wall blocks with bats on open paths,254,lode_runner,ground forms central mass top right diggable ground left gold mid left ladder top left rope,476
dungeon,spiral path around central wall with bats scattered,272,super_mario_bros,two elevated ground platforms with goomba on long top platform and coins above right ground stack,117
lode_runner,ground border left top diggable ground right ladder center gold right enemy top right,218,super_mario_bros,ground clusters at bottom left center right with midair ground platform right,51
dungeon,bats scattered along winding paths between walls,345,the_legend_of_zelda,square floor room with border wall and scattered blocks,448
the_legend_of_zelda,square wall ring with large central floor area,155,dungeon,scattered wall blocks with bats and winding paths,359
lode_runner,ground border platforms ladders left and center rope center gold scattered enemy pink center and lower,213,dungeon,walls form central open area with bats around edges and bottom path,122
the_legend_of_zelda,water ring around central floor with blocks,106,lode_runner,ground border diggable ground right column gold top center enemy mid right ladder left rope top,7
the_legend_of_zelda,floor with central block diamond pattern and surrounding wall border,169,super_mario_bros,ground slopes up to right with question block top right,224
the_legend_of_zelda,open floor room with scattered monsters and central block cluster,160,dungeon,central path with two bat pairs between walls,65
the_legend_of_zelda,square floor room with central water column,215,lode_runner,ground left and bottom gold center ladders top right rope top left,150
lode_runner,ground bottom ladders left gold diagonal right enemy top center,199,the_legend_of_zelda,floor with central diamond block cluster inside wall border,546
lode_runner,ground bottom band ladders left right ropes top gold mid right enemy top center,104,the_legend_of_zelda,square floor arena with central block cluster and surrounding wall,83
